entity_name,procedure_number,lot_number,subject,focus_category,price_rub,category_median_price,value_ratio_to_category_median,anomaly_type,anomaly_reason,detail_url
ПАО Сбербанк России,SBR028-2406250036.1,1,г. Владивосток_ЮЛ3. Процедура продажи б.у. ИТ оборудования в количестве 56 штук.,Other,326000.0,100000.0,3.26,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2077132
ПАО Сбербанк России,SBR028-2511100030.1,1,г. Саратов. Процедура продажи б.у. ИТ оборудования в количестве 49 штук.,Other,325400.0,100000.0,3.254,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3553046
ПАО Сбербанк России,SBR028-2503030011.1,1,г. Казань 1. Процедура продажи б.у. ИТ оборудования в количестве 120 штук.,Other,325000.0,100000.0,3.25,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2824939
ПАО Сбербанк России,SBR028-2506300018.1,1,г. Иркутск1. Процедура продажи б.у. ИТ оборудования в количестве 20 штук.,Other,324000.0,100000.0,3.24,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3210752
ПАО Сбербанк России,SBR028-2510200031.1,1,г. Москва2. Процедура продажи б.у. ИТ оборудования в количестве 214 штук.,Other,323600.0,100000.0,3.236,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3498983
ПАО Сбербанк России,87763708,1,Лестницы и стремянки,Other,323526.0,100000.0,3.23526,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/b2a96db1-9fd2-40f7-88ea-3d06d1282d30
ПАО Сбербанк России,SBR028-2403130028.1,1,г. Воронеж-1. Процедура продажи б.у. ИТ оборудования в количестве 264 штук.,Other,323300.0,100000.0,3.233,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1716347
ПАО Сбербанк России,SBR028-2507290051.1,1,г. Москва6. Процедура продажи б.у. ИТ оборудования в количестве 54 штук.,Other,321500.0,100000.0,3.215,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3291333
ПАО Сбербанк России,SBR028-2401090018.1,1,г. Пермь. Процедура продажи б.у. ИТ оборудования в количестве 160 штук.,Other,320000.0,100000.0,3.2,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1508452
ПАО Сбербанк России,SBR028-2506160040.1,1,г. Москва2. Процедура продажи б.у. ИТ оборудования в количестве 284 штук.,Other,318200.0,100000.0,3.182,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3170349
ПАО Сбербанк России,SBR028-2509220032.1,1,г. Москва1. Процедура продажи б.у. ИТ оборудования в количестве 93 штук.,Other,318000.0,100000.0,3.18,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3427028
ПАО Сбербанк России,SBR028-2506160010.1,1,г. Казань. Процедура продажи б.у. ИТ оборудования в количестве 127 штук.,Other,317500.0,100000.0,3.175,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3170012
ПАО Сбербанк России,SBR028-2506020026.1,1,г. Казань. Процедура продажи б.у. ИТ оборудования в количестве 127 штук.,Other,317500.0,100000.0,3.175,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3128199
ПАО Сбербанк России,SBR028-2503030039.1,1,г. Тюмень 2. Процедура продажи б.у. ИТ оборудования в количестве 40 штук.,Other,317200.0,100000.0,3.172,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2825124
ПАО Сбербанк России,SBR028-2409160032.1,1,г. Москва-7. Процедура продажи б.у. ИТ оборудования в количестве 90 штук.,Other,316000.0,100000.0,3.16,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2305954
АО Сбербанк Лизинг,105046410,1,Оказание услуг по организации питания для нужд Сибирского регионального филиала АО «Сбербанк Лизинг».,Other,315000.0,100000.0,3.15,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/1982f339-aad3-4a7f-b1f3-a0516420d510
ПАО Сбербанк России,SBR028-2412240067.1,1,г. Воронеж-4. Процедура продажи б.у. ИТ оборудования в количестве 243 штук.,Other,313200.0,100000.0,3.132,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2641772
ПАО Сбербанк России,SBR028-2405140040.1,1,г. Москва-4. Процедура продажи б.у. ИТ оборудования в количестве 85 штук.,Other,312400.0,100000.0,3.124,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1932870
ПАО Сбербанк России,SBR028-2510060029.1,1,г. Москва3. Процедура продажи б.у. ИТ оборудования в количестве 206 штук.,Other,312100.0,100000.0,3.121,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3464690
ПАО Сбербанк России,SBR028-2508110031.1,1,г. Москва-3. Процедура продажи б.у. ИТ оборудования в количестве 39 штук.,Other,312000.0,100000.0,3.12,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3323262
ПАО Сбербанк России,SBR028-2503030015.1,1,г. Пермь 1. Процедура продажи б.у. ИТ оборудования в количестве 115 штук.,Other,310000.0,100000.0,3.1,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2825018
ПАО Сбербанк России,SBR028-2402280030.1,1,г. Москва . Процедура продажи б.у. ИТ оборудования в количестве 122 штук.,Other,310000.0,100000.0,3.1,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1668553
ПАО Сбербанк России,SBR028-2510060014.1,1,г. Москва-2. Процедура продажи б.у. ИТ оборудования в количестве 77 штук.,Other,308000.0,100000.0,3.08,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3464328
ПАО Сбербанк России,SBR028-2402090033.1,1,г. Санкт-Петербург. Процедура продажи б.у. ИТ оборудования в количестве 191 штук.,Other,305600.0,100000.0,3.056,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1610340
ПАО Сбербанк России,SBR028-2401260029.1,1,г. Санкт-Петербург . Процедура продажи б.у. ИТ оборудования в количестве 191 штук.,Other,305600.0,100000.0,3.056,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1549302
ПАО Сбербанк России,SBR028-2406250054.1,1,г. Вологда 1. Процедура продажи б.у. ИТ оборудования в количестве 50 штук.,Other,305200.0,100000.0,3.052,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2077168
ПАО Сбербанк России,SBR028-2402280035.1,1,г. Воронеж. Процедура продажи б.у. ИТ оборудования в количестве 266 штук.,Other,304800.0,100000.0,3.048,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1668568
ПАО Сбербанк России,SBR028-2506020033.1,1,г. Москва-1. Процедура продажи б.у. ИТ оборудования в количестве 310 штук.,Other,304000.0,100000.0,3.04,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3128224
ПАО Сбербанк России,SBR028-2403130010.1,1,г. Киров. Процедура продажи б.у. ИТ оборудования в количестве 152 штук.,Other,304000.0,100000.0,3.04,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1715831
ПАО Сбербанк России,SBR028-2402280008.1,1,г. Киров. Процедура продажи б.у. ИТ оборудования в количестве 152 штук.,Other,304000.0,100000.0,3.04,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1668490
ПАО Сбербанк России,SBR028-2401260013.1,1,г. Киров. Процедура продажи б.у. ИТ оборудования в количестве 152 штук.,Other,304000.0,100000.0,3.04,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1548975
ООО СберАвто,20876611,1,Комплексный уход за растениями,Other,302220.0,100000.0,3.0222,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/aeeb7d60-ea9c-47eb-ae0d-4d4868e8416e
ПАО Сбербанк России,SBR028-2505190032.1,1,г. Москва1. Процедура продажи б.у. ИТ оборудования в количестве 122 штук.,Other,302000.0,100000.0,3.02,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3080275
ПАО Сбербанк России,SBR028-2507140043.1,1,г. Москва4. Процедура продажи б.у. ИТ оборудования в количестве 55 штук.,Other,301500.0,100000.0,3.015,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3253584
ПАО Сбербанк России,SBR028-2404230056.1,1,г. Москва 2. Процедура продажи б.у. ИТ оборудования в количестве 79 штук.,Other,301200.0,100000.0,3.012,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1876392
ПАО Сбербанк России,SBR028-2505190042.1,1,г. Воронеж-2. Процедура продажи б.у. ИТ оборудования в количестве 109 штук.,Other,301000.0,100000.0,3.01,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3080302
ПАО Сбербанк России,SBR028-2508250018.1,1,г. Ижевск. Процедура продажи б.у. ИТ оборудования в количестве 300 штук.,Other,300000.0,100000.0,3.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3356682
ПАО Сбербанк России,SBR028-2508110019.1,1,г. Ижевск. Процедура продажи б.у. ИТ оборудования в количестве 300 штук.,Other,300000.0,100000.0,3.0,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3323228
ПАО Сбербанк России,SBR028-2508250014.1,1,г. Иркутск4. Процедура продажи б.у. ИТ оборудования в количестве 45 штук.,Other,299200.0,100000.0,2.992,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3356674
ПАО Сбербанк России,SBR028-2410250053.1,1,г. Воронеж-2. Процедура продажи б.у. ИТ оборудования в количестве 299 штук.,Other,299000.0,100000.0,2.99,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2418483
ПАО Сбербанк России,SBR028-2410100050.1,1,г. Воронеж-2. Процедура продажи б.у. ИТ оборудования в количестве 299 штук.,Other,299000.0,100000.0,2.99,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2374470
ПАО Сбербанк России,SBR028-2401090017.1,1,г. Нижний Новгород. Процедура продажи б.у. ИТ оборудования в количестве 280 штук.,Other,296800.0,100000.0,2.968,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1508449
ПАО Сбербанк России,SBR028-2509080021.1,1,г. Иркутск4. Процедура продажи б.у. ИТ оборудования в количестве 38 штук.,Other,295900.0,100000.0,2.959,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3392739
ПАО Сбербанк России,SBR028-2404230033.1,1,г. Иркутск 5. Процедура продажи б.у. ИТ оборудования в количестве 36 штук.,Other,295500.0,100000.0,2.955,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1876368
ПАО Сбербанк России,SBR028-2502170042.1,1,г. Москва2. Процедура продажи б.у. ИТ оборудования в количестве 295 штук.,Other,295000.0,100000.0,2.95,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2775103
ПАО Сбербанк России,SBR028-2507290047.1,1,г. Москва4. Процедура продажи б.у. ИТ оборудования в количестве 304 штук.,Other,294900.0,100000.0,2.949,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3291319
ПАО Сбербанк России,101381336,1,Спортивное оборудование,Other,294767.0,100000.0,2.94767,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/fbf05dbf-4858-4ab8-af3d-bfdb873564ec
ПАО Сбербанк России,SBR028-2502170014.1,1,г. Нижний Новгород 2. Процедура продажи б.у. ИТ оборудования в количестве 70 штук.,Other,294500.0,100000.0,2.945,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2774603
ПАО Сбербанк России,SBR028-2512240089.1,1,г. Москва7. Процедура продажи б.у. ИТ оборудования в количестве 84 штук.,Other,294000.0,100000.0,2.94,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705733
ПАО Сбербанк России,SBR028-2506020037.1,1,г. Москва-5. Процедура продажи б.у. ИТ оборудования в количестве 42 штук.,Other,294000.0,100000.0,2.94,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3128233
ПАО Сбербанк России,SBR028-2408050017.1,1,г. Нижний Новгород. Процедура продажи б.у. ИТ оборудования в количестве 34 штук.,Other,289000.0,100000.0,2.89,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2190245
ПАО Сбербанк России,SBR028-2506300052.1,1,г. Москва 2 . Процедура продажи б.у. ИТ оборудования в количестве 23 штук.,Other,288800.0,100000.0,2.888,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3210844
ООО СберОбразование,SBR028-2504290018.3,1,Поставка сувенирной продукции для нужд ООО «СберОбразование»,Other,288078.0,100000.0,2.88078,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/29/0/0/3034972
ПАО Сбербанк России,SBR028-2404230043.1,1,г. Москва-3. Процедура продажи б.у. ИТ оборудования в количестве 180 штук.,Other,288000.0,100000.0,2.88,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1876379
ПАО Сбербанк России,SBR028-2404120017.1,1,г. Москва. Процедура продажи б.у. ИТ оборудования в количестве 180 штук.,Other,288000.0,100000.0,2.88,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1835167
ПАО Сбербанк России,SBR028-2512240094.1,1,г. Москва12. Процедура продажи б.у. ИТ оборудования в количестве 115 штук.,Other,287500.0,100000.0,2.875,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705748
ПАО Сбербанк России,SBR028-2503170009.1,1,г. Владимир . Процедура продажи б.у. ИТ оборудования в количестве 143 штук.,Other,287500.0,100000.0,2.875,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2872948
ПАО Сбербанк России,SBR028-2506300025.1,1,г. Москва-1. Процедура продажи б.у. ИТ оборудования в количестве 218 штук.,Other,287300.0,100000.0,2.873,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3210782
ПАО Сбербанк России,SBR028-2506160019.1,1,г. Москва-1. Процедура продажи б.у. ИТ оборудования в количестве 218 штук.,Other,287300.0,100000.0,2.873,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3170032
ПАО Сбербанк России,SBR028-2512240106.1,1,г. Уфа. Процедура продажи б.у. ИТ оборудования в количестве 150 штук.,Other,285300.0,100000.0,2.853,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705790
ООО СберАвто,58423305,1,Срочно поставка ноутбуков,Other,285000.0,100000.0,2.85,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/989f9a31-7e15-4e4c-a6b2-2c6b966630e3
ПАО Сбербанк России,SBR028-2503310016.1,1,г. Пермь 2. Процедура продажи б.у. ИТ оборудования в количестве 83 штук.,Other,283600.0,100000.0,2.836,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2929116
ПАО Сбербанк России,SBR028-2511100016.1,1,г. Иркутск. Процедура продажи б.у. ИТ оборудования в количестве 237 штук.,Other,283000.0,100000.0,2.83,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3552707
ПАО Сбербанк России,SBR028-2412240068.1,1,г. Воронеж-5. Процедура продажи б.у. ИТ оборудования в количестве 283 штук.,Other,283000.0,100000.0,2.83,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2641773
ПАО Сбербанк России,SBR028-2409160029.1,1,г. Москва-4. Процедура продажи б.у. ИТ оборудования в количестве 113 штук.,Other,282500.0,100000.0,2.825,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2305947
ПАО Сбербанк России,SBR028-2409160043.1,1,г. Москва2. Процедура продажи б.у. ИТ оборудования в количестве 141 штук.,Other,282000.0,100000.0,2.82,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2305975
ПАО Сбербанк России,SBR028-2405140037.1,1,г. Москва-1. Процедура продажи б.у. ИТ оборудования в количестве 62 штук.,Other,281500.0,100000.0,2.815,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1932865
ПАО Сбербанк России,SBR028-2405290050.1,1,г. Москва 3. Процедура продажи б.у. ИТ оборудования в количестве 211 штук.,Other,281200.0,100000.0,2.812,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1977197
ПАО Сбербанк России,SBR028-2407220036.1,1,г. Самара. Процедура продажи б.у. ИТ оборудования в количестве 415 штук.,Other,280500.0,100000.0,2.805,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2147854
ПАО Сбербанк России,SBR028-2512240047.1,1,г. Москва-4. Процедура продажи б.у. ИТ оборудования в количестве 70 штук.,Other,280000.0,100000.0,2.8,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705577
ПАО Сбербанк России,SBR028-2511100045.1,1,г. Москва 3 . Процедура продажи б.у. ИТ оборудования в количестве 35 штук.,Other,280000.0,100000.0,2.8,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3553120
ПАО Сбербанк России,SBR028-2506160056.1,1,г. Ростов-на-Дону 2. Процедура продажи б.у. ИТ оборудования в количестве 250 штук.,Other,279580.0,100000.0,2.7958,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3170410
ПАО Сбербанк России,SBR028-2504280021.1,1,г. Самара. Процедура продажи б.у. ИТ оборудования в количестве 279 штук.,Other,279000.0,100000.0,2.79,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3030628
ПАО Сбербанк России,SBR028-2504140031.1,1,г. Санкт-Петербург 2. Процедура продажи б.у. ИТ оборудования в количестве 160 штук.,Other,278000.0,100000.0,2.78,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2981028
ПАО Сбербанк России,SBR028-2507140006.1,1,г. Иркутск 1. Процедура продажи б.у. ИТ оборудования в количестве 20 штук.,Other,276500.0,100000.0,2.765,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3253462
ПАО Сбербанк России,SBR028-2503030043.1,1,г. Воронеж. Процедура продажи б.у. ИТ оборудования в количестве 370 штук.,Other,275600.0,100000.0,2.756,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2825155
ПАО Сбербанк России,SBR028-2512240028.1,1,г. Казань 4. Процедура продажи б.у. ИТ оборудования в количестве 43 штук.,Other,275400.0,100000.0,2.754,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705527
ПАО Сбербанк России,SBR028-2406250039.1,1,г. Хабаровск_ЮЛ3. Процедура продажи б.у. ИТ оборудования в количестве 35 штук.,Other,275200.0,100000.0,2.752,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2077137
ПАО Сбербанк России,SBR028-2504140046.1,1,г. Ростов-на-Дону. Процедура продажи б.у. ИТ оборудования в количестве 222 штук.,Other,274200.0,100000.0,2.742,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2981208
ПАО Сбербанк России,SBR028-2505190044.1,1,г. Ростов-на-Дону. Процедура продажи б.у. ИТ оборудования в количестве 230 штук.,Other,273500.0,100000.0,2.735,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3080307
ПАО Сбербанк России,SBR028-2408050043.1,1,г. Екатеринбург. Процедура продажи б.у. ИТ оборудования в количестве 129 штук.,Other,273000.0,100000.0,2.73,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2190316
ПАО Сбербанк России,SBR028-2412240053.1,1,г. Москва1. Процедура продажи б.у. ИТ оборудования в количестве 211 штук.,Other,272500.0,100000.0,2.725,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2641744
ПАО Сбербанк России,SBR028-2512240050.1,1,г. Москва-7. Процедура продажи б.у. ИТ оборудования в количестве 46 штук.,Other,271800.0,100000.0,2.718,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705581
ПАО Сбербанк России,SBR028-2507290046.1,1,г. Москва3. Процедура продажи б.у. ИТ оборудования в количестве 194 штук.,Other,271600.0,100000.0,2.716,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3291312
ООО СберОбразование,75642932,1,Закупка фруктов,Other,271472.91,100000.0,2.7147290999999996,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/ee17344e-b684-411e-a059-8769647797b4
ООО Страховой брокер Сбербанка,133920074,1,Брендированные блокноты,Other,271040.0,100000.0,2.7104,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/71e81757-af83-4670-9f16-0b1449276119
ПАО Сбербанк России,SBR028-2507140041.1,1,г. Москва2. Процедура продажи б.у. ИТ оборудования в количестве 20 штук.,Other,270900.0,100000.0,2.709,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3253579
ООО Страховой брокер Сбербанка,3512197,1,СРОЧНО выполнение работ по изготовлению брендированной сувенирной продукции,Other,270320.0,100000.0,2.7032,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/c96834c7-1b28-4104-9fa9-aa92af6c88d4
ПАО Сбербанк России,SBR028-2503310044.1,1,г. Ярославль. Процедура продажи б.у. ИТ оборудования в количестве 210 штук.,Other,269500.0,100000.0,2.695,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2929190
ПАО Сбербанк России,SBR028-2504280032.1,1,г. Новосибирск. Процедура продажи б.у. ИТ оборудования в количестве 227 штук.,Other,267000.0,100000.0,2.67,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3030661
ПАО Сбербанк России,SBR028-2409020041.1,1,г. Москва-7. Процедура продажи б.у. ИТ оборудования в количестве 65 штук.,Other,266900.0,100000.0,2.669,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2268807
ООО Сбербанк Факторинг,77731636,1,Кроссовки волейбольные,Other,266025.0,100000.0,2.66025,price_outlier,price >= 2x category median,https://sberb2b.ru/request/supplier/preview/6e67fb5f-aa10-4f43-a310-752646ff6e91
ПАО Сбербанк России,SBR028-2507290037.1,1,г. Санкт-Петербург 4. Процедура продажи б.у. ИТ оборудования в количестве 38 штук.,Other,266000.0,100000.0,2.66,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3291112
ПАО Сбербанк России,SBR028-2409270049.1,1,г. Воронеж-2. Процедура продажи б.у. ИТ оборудования в количестве 266 штук.,Other,266000.0,100000.0,2.66,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2337506
ПАО Сбербанк России,SBR028-2503030044.1,1,г. Краснодар. Процедура продажи б.у. ИТ оборудования в количестве 24 штук.,Other,265400.0,100000.0,2.654,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2825157
ПАО Сбербанк России,SBR028-2504280014.1,1,г. Нижний Новгород. Процедура продажи б.у. ИТ оборудования в количестве 111 штук.,Other,264000.0,100000.0,2.64,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3030581
ПАО Сбербанк России,SBR028-2406250074.1,1,г. Тюмень. Процедура продажи б.у. ИТ оборудования в количестве 194 штук.,Other,264000.0,100000.0,2.64,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2077209
ПАО Сбербанк России,SBR028-2404100081.1,1,г. Москва. Процедура продажи б.у. ИТ оборудования в количестве 30 штук.,Other,264000.0,100000.0,2.64,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/1827492
ПАО Сбербанк России,SBR028-2504280017.1,1,г. Москва-1. Процедура продажи б.у. ИТ оборудования в количестве 216 штук.,Other,263600.0,100000.0,2.636,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3030605
ПАО Сбербанк России,SBR028-2504140043.1,1,г. Воронеж-1. Процедура продажи б.у. ИТ оборудования в количестве 213 штук.,Other,261500.0,100000.0,2.615,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2981184
ПАО Сбербанк России,SBR028-2512240039.1,1,г. Нижний Новгород 10. Процедура продажи б.у. ИТ оборудования в количестве 38 штук.,Other,260400.0,100000.0,2.604,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/3705549
ПАО Сбербанк России,SBR028-2503030046.1,1,г. Ставрополь 1. Процедура продажи б.у. ИТ оборудования в количестве 240 штук.,Other,259800.0,100000.0,2.598,price_outlier,price >= 2x category median,https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/18/0/0/2825162
